,zen_rec,log10_sb,beta,stationnumber,angle_B,primary
28,0.8197461101503153,3.1987878325227426,-1.9557578425894042,14,0.9568852956182363,unconvphoton
29,0.8183658049702425,3.1445558418241975,-1.9512617258591876,12,0.9574934305806233,unconvphoton
30,0.7000337329286314,2.995531578865855,-2.195055296325159,8,0.9999980651637224,unconvphoton
31,0.7040616906286042,2.9097536386840273,-2.19334466163936,10,0.9999954761123001,unconvphoton
32,0.5756519088287196,3.2107675373802596,-2.326271785132521,8,0.9988203120247467,unconvphoton
33,0.582789719217253,3.156559511650548,-2.3204011742439032,8,0.9987313700278011,unconvphoton
34,0.8306532410665537,3.6500616784595366,-2.0433420305499315,16,0.22939492997162733,unconvphoton
35,0.8365867515761855,3.7018444715170324,-2.0269349008328588,18,0.22117212814500514,unconvphoton
36,0.8347925808079514,3.653491712185327,-2.0090639733331006,17,0.2343337388062883,unconvphoton
37,0.8365743478929005,3.5722270872050426,-2.027068474139936,14,0.23729582461493468,unconvphoton
38,0.8740168349627663,3.091327464803063,-1.8212192897100903,14,0.9859659600866951,unconvphoton
39,0.8735987339858222,2.907103765224393,-1.8373238700685877,11,0.9862420619849894,unconvphoton
40,0.8662367650959514,2.9852138802844888,-1.7959387431144926,12,0.9837245580793479,unconvphoton
41,0.8721376738681781,2.9473349204401162,-1.7739561799248351,11,0.9847347412769872,unconvphoton
42,0.86795029581678,3.067101739555382,-1.771760129091725,13,0.9832137967185,unconvphoton
43,0.8174783711175417,3.087782888794385,-2.008969019068699,11,0.02975357254896959,unconvphoton
44,0.7749834283849094,3.0929967856357803,-2.0811304858080906,8,0.07287521545223845,unconvphoton
45,0.7829096400516381,3.1259463632527784,-2.0828002693674614,8,0.1077351330541192,unconvphoton
46,0.7988195151605659,3.226167879672903,-2.0689788809888006,11,0.0681464853224515,unconvphoton
47,0.7491602268975462,3.046150811083796,-2.132201921376537,11,0.19470652225724558,unconvphoton
